INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point,geometry
 Heritage Drive and 11 Street SE ,Traffic signals are blank. Crews has been dispatched.,2023/11/23 12:05:08 PM,2023/11/23 12:05:46 PM,SE,-114.03987296924656,50.9868654268982,1,2023-11-23T12:05:0850.9868654268982-114.03987296924657,POINT (-114.03987296924657 50.9868654268982),POINT (286653.8218433842 5652763.671527571)
 Northbound 26 Street at 32 Avenue NE ,Traffic incident.,2022/08/04 11:38:54 AM,2022/08/04 12:09:42 PM,NE,-113.99820276326447,51.08080009091481,1,2022-08-04T11:38:5451.08080009091481-113.99820276326447,POINT (-113.99820276326447 51.08080009091481),POINT (290003.06319110864 5663086.812479411)
 Barlow Trail and 23 Avenue NE ,Traffic incident. Blocking multiple lanes in the intersection,2024/01/24 01:16:09 PM,2024/01/24 01:27:28 PM,NE,-114.00167023753067,51.073401134220966,1,2024-01-24T13:16:0951.073401134220966-114.00167023753067,POINT (-114.00167023753067 51.073401134220966),POINT (289726.6876516107 5662274.147728855)
14 Street and 20 Avenue NW,Traffic incident.,2021/04/02 03:17:00 PM,,,-114.0947355,51.07052903,1,2021-04-02T15:17:4351.070529029788005-114.09473549720462,POINT (-114.0947355 51.07052903),POINT (283195.1539737303 5662224.879359014)
 Southbound Deerfoot Trail approaching Airport Trail NE ,Traffic incident. Blocking the left lane,2024/03/06 05:49:26 AM,2024/03/06 07:09:02 AM,NE,-114.0304962953399,51.14578663774669,1,2024-03-06T05:49:2651.14578663774669-114.0304962953399,POINT (-114.0304962953399 51.14578663774669),POINT (288039.361862177 5670404.216845902)
Westwinds Drive and Castleridge Boulevard NE,Two vehicle incident.,2020/03/15 12:58:00 PM,,,-113.9666733,51.10854121,1,2020-03-15T12:58:4051.108541209169935-113.96667331352825,POINT (-113.9666733 51.10854121),POINT (292335.3778088125 5666081.40743516)
Eastbound Glenmore at 14 Street SW,Traffic incident. Blocking multiple lanes,2020/07/22 09:21:00 AM,,,-114.0956338,50.99429859,1,2020-07-22T09:21:1450.99429859458538-114.09563378109416,POINT (-114.0956338 50.99429859),POINT (282775.89056330064 5653752.94858426)
Westbound Spruce Meadows Trail and 6 Street SW,Two vehicle incident.,2019/09/22 12:52:00 PM,,,-114.0701296,50.89289184,1,2019-09-22T12:52:2150.892891838747-114.07012964187244,POINT (-114.0701296 50.89289184),POINT (284095.6642066589 5642404.68734469)
Southbound 14 Street and Country Hills Boulevard NE,Traffic incident.,2021/02/03 09:06:00 AM,,,-114.0282502,51.15490757,1,2021-02-03T09:06:4951.154907569994975-114.02825019911386,POINT (-114.0282502 51.15490757),POINT (288238.20552698115 5671411.750670971)
Westbound Airport Trail approaching Barlow Trail NE,Traffic incident. Blocking the right lanes,2020/12/22 09:05:00 AM,,,-114.0002028,51.13968264,1,2020-12-22T09:05:5951.13968264191019-114.00020277310362,POINT (-114.0002028 51.13968264),POINT (290130.0558501824 5669638.710531642)
85 Street and 9 Avenue SW,There is an incident involving a pedestrian- EMS on site.,2021/06/15 02:51:00 PM,,,-114.2114015,51.05970278,1,2021-06-15T14:51:2251.0597027821948-114.21140146660045,POINT (-114.2114015 51.05970278),POINT (274971.2375764606 5661371.515277691)
14 Street and 64 Avenue NW,Traffic incident.,2020/09/11 08:35:00 PM,,,-114.0835723,51.10912784,1,2020-09-11T20:35:3751.109127839106264-114.08357225351521,POINT (-114.0835723 51.10912784),POINT (284156.9202588391 5666483.143255405)
 Southbound Crowchild Trail and 5 Avenue NW ,Multi-vehicle incident. Blocking the left lane,2023/08/11 05:49:55 PM,2023/08/11 07:17:48 PM,NW,-114.11810596828182,51.055446756133705,1,2023-08-11T17:49:5551.055446756133705-114.11810596828182,POINT (-114.11810596828182 51.055446756133705),POINT (281487.2039077673 5660617.283549503)
 Beddington Boulevard and Berkshire Boulevard NW ,Traffic incident.,2024/02/21 06:36:01 AM,2024/02/21 06:38:09 AM,NW,-114.08915364530944,51.1335569562811,1,2024-02-21T06:36:0151.1335569562811-114.08915364530945,POINT (-114.08915364530945 51.1335569562811),POINT (283880.4192846337 5669215.366482802)
17 Avenue and Simcoe Boulevard SW,Traffic incident.,2021/04/26 08:30:00 PM,,,-114.1788044,51.03663172,1,2021-04-26T20:30:0951.03663172078027-114.17880441168373,POINT (-114.1788044 51.03663172),POINT (277144.10752434726 5658707.577292955)
 Southbound Stoney Trail approaching Country Hills Boulevard NE ,Traffic incident.,2023/05/08 10:52:28 PM,2023/05/08 10:53:24 PM,NE,-113.91867126597528,51.17415576467709,1,2023-05-08T22:52:2851.17415576467709-113.91867126597528,POINT (-113.91867126597528 51.17415576467709),POINT (295984.47314172296 5673241.7471811315)
Crowchild Trail at Sarcee Trail NW,Traffic signals are flashing red. crews have been dispatched,2018/08/01 08:30:00 PM,2018/08/01 08:59:00 PM,NW,-114.1801879,51.11203742,1,2018080120303551.1120374186826-114.180187910402,POINT (-114.1801879 51.11203742),POINT (277409.4825866928 5667094.556366508)
Southbound 52 Street and 26 Avenue NE,Two vehicle incident. Blocking the right lane,2021/11/27 06:44:00 PM,2021/11/27 06:59:00 PM,NE,-113.9585037,51.07631642,1,2021-11-27T18:44:3551.076316418559436-113.95850372591498,POINT (-113.9585037 51.07631642),POINT (292763.0563733812 5662475.807568729)
 Crescent Boulevard and Elbow Drive SW ,Traffic incident.,2023/08/15 02:37:32 PM,2023/08/15 04:09:48 PM,SW,-114.07964300443848,51.01301844968458,1,2023-08-15T14:37:3251.01301844968458-114.07964300443847,POINT (-114.07964300443847 51.01301844968458),POINT (283984.7768926533 5655787.018632289)
 8 Street and 13 Avenue SW ,There is an incident involving a pedestrian- EMS Dispatched.,2023/08/02 05:30:08 PM,2023/08/02 05:33:34 PM,SW,-114.08159132651863,51.04099774084487,1,2023-08-02T17:30:0851.04099774084487-114.08159132651863,POINT (-114.08159132651863 51.04099774084487),POINT (283978.33049083385 5658903.213233921)
32 Avenue and 34 Street NE,There is an incident involving a pedestrian.  Blocking the right lane,2019/11/25 01:17:00 PM,,,-113.984747,51.08156018,1,2019-11-25T13:17:5951.08156017576007-113.98474700017684,POINT (-113.984747 51.08156018),POINT (290948.7656526148 5663133.002376449)
James Mckevitt Road and Shawnessy Boulevard SW,Two vehicle incident.,2018/10/26 07:13:00 AM,2018/10/26 08:17:00 AM,SW,-114.1001525,50.91396415,1,2018102607134850.9139641532281-114.100152472155,POINT (-114.1001525 50.91396415),POINT (282083.2137196573 5644835.55337488)
 Southbound Deerfoot Trail and Glenmore Trail SE ,Traffic incident. Blocking the right lane,2022/10/06 10:04:33 AM,2022/10/06 11:39:31 AM,SE,-114.03490141277447,50.99569088197156,1,2022-10-06T10:04:3350.995690881971555-114.03490141277449,POINT (-114.03490141277449 50.995690881971555),POINT (287043.09200326836 5653730.425720275)
Martindale Boulevard and Martinbrook Gate NE,Traffic incident.,2021/12/28 04:56:00 AM,2021/12/28 04:59:00 AM,NE,-113.9553073,51.11427909,1,2021-12-28T04:56:1751.114279094480835-113.9553072654518,POINT (-113.9553073 51.11427909),POINT (293156.4722821292 5666687.289205477)
162 Avenue and James Mckevitt Road SW,Traffic incident.,2021/02/08 03:05:00 PM,,,-114.0995345,50.90533739,1,2021-02-08T15:05:1950.90533739065905-114.09953453074215,POINT (-114.0995345 50.90533739),POINT (282086.3390098488 5643874.701427794)
 64 Avenue and 4 Street NW ,Traffic incident.,2023/06/03 12:26:16 AM,2023/06/03 01:19:36 AM,NW,-114.07159797762662,51.11043083045919,1,2023-06-03T00:26:1651.11043083045919-114.07159797762662,POINT (-114.07159797762662 51.11043083045919),POINT (285000.97575739695 5666592.93034343)
 128 Avenue and 60 Street NE ,Traffic incident.,2023/11/15 08:15:29 PM,2023/11/15 09:15:21 PM,NE,-113.94741805382677,51.1654467884264,1,2023-11-15T20:15:2951.1654467884264-113.94741805382675,POINT (-113.94741805382675 51.1654467884264),POINT (293936.61066958634 5672353.713246711)
 Southland Drive and Macleod Trail S ,Traffic incident.,2022/11/09 08:35:14 PM,2022/11/09 08:36:34 PM,NW,-114.07174165748252,50.96436625058104,1,2022-11-09T20:35:1450.964366250581044-114.07174165748252,POINT (-114.07174165748252 50.964366250581044),POINT (284313.3596968546 5650355.189102535)
 Castleridge Boulevard and Castleridge Drive NE ,Traffic incident.,2022/12/15 01:01:57 PM,2022/12/15 01:51:12 PM,NE,-113.96654720673656,51.1083602118126,1,2022-12-15T13:01:5751.108360211812595-113.96654720673655,POINT (-113.96654720673655 51.108360211812595),POINT (292343.39092181274 5666060.929120482)
Westbound 16 Avenue ramp onto Northbound Deerfoot Trail NE,Traffic incident. Blocking the left lane,2022/05/17 04:02:00 PM,2022/05/17 04:50:00 PM,NE,-114.029476,51.0673426,1,2022-05-17T16:02:1551.067342601816165-114.02947595105684,POINT (-114.029476 51.0673426),POINT (287751.4854402152 5661680.418449813)
Heritage Drive and Glendeer Circle SE,Two vehicle incident.,2018/07/31 09:36:00 AM,2018/07/31 10:11:00 AM,SE,-114.0295231,50.98712094,1,2018073109361850.9871209355074-114.029523108133,POINT (-114.0295231 50.98712094),POINT (287381.2300772241 5652762.161313909)
 Hidden Valley Drive and Hidden Ranch Boulevard NW ,Traffic incident.,2023/03/29 08:16:49 AM,2023/03/29 09:00:09 AM,NW,-114.11888093077935,51.14674890072976,1,2023-03-29T08:16:4951.14674890072976-114.11888093077937,POINT (-114.11888093077937 51.14674890072976),POINT (281863.3352425535 5670769.728739996)
Macleod Trail and 5 Avenue SE,Traffic incident.  Blocking the right lane NB and EB,2021/08/09 08:10:00 AM,,,-114.0579084,51.04824969,1,2021-08-09T08:10:2051.04824968924914-114.05790837957332,POINT (-114.0579084 51.04824969),POINT (285671.68082224176 5659640.204794442)
Eastbound Canyon Meadows Drive approaching Macleod Trail SW,Traffic incident.,2021/06/07 03:54:00 PM,,,-114.07313,50.93317553,1,2021-06-07T15:54:2450.93317552985355-114.07312996750342,POINT (-114.07313 50.93317553),POINT (284071.32507484965 5646891.784433281)
72 Avenue and 48 Street  SE,Multi-vehicle incident.,2020/01/14 07:34:00 AM,,,-113.9642255,50.98951003,1,2020-01-14T07:34:1850.989510030842624-113.9642255259951,POINT (-113.9642255 50.98951003),POINT (291973.7926967791 5652841.378212645)
Castleridge Boulevard and Westwinds Drive NE,Two vehicle incident.,2017/10/20 12:47:00 AM,2017/10/20 12:49:00 AM,NE,-113.9667802,51.10861765,1,2017-10-19T23:47:4251.1086176519583-113.966780217837,POINT (-113.9667802 51.10861765),POINT (292328.23911688756 5666090.207389956)
Westbound Centre Avenue and Barlow Trail SE,Two vehicle incident.,2019/01/17 02:20:00 PM,2019/01/17 02:21:00 PM,NW,-114.0017729,51.05236477,1,2019011714202551.0523647740713-114.001772887273,POINT (-114.0017729 51.05236477),POINT (289624.1052824027 5659935.765932196)
 Southbound Blackfoot Trail approaching Glenmore Trail SE ,Two vehicle incident. Blocking the right lane,2023/03/31 07:23:57 AM,2023/03/31 07:25:22 AM,SE,-114.0569117521518,50.99398109181333,1,2023-03-31T07:23:5750.99398109181333-114.0569117521518,POINT (-114.0569117521518 50.99398109181333),POINT (285491.0568579412 5653604.198150335)
 Chaparral Ravine Wy and Chaparral Boulevard SE ,Traffic incident. Blocking the right lane NB on Chaparral Bv,2022/07/14 07:12:04 AM,2022/07/14 08:35:31 AM,SE,-114.02444660293816,50.8806929630498,1,2022-07-14T07:12:0450.880692963049796-114.02444660293816,POINT (-114.02444660293816 50.880692963049796),POINT (287252.0738881343 5640915.852503495)
64 Street and Rundlehorn Drive NE,Two vehicle incident.,2018/11/13 07:05:00 AM,2018/11/13 08:14:00 AM,NE,-113.941023,51.08158189,1,2018111307050351.0815818946993-113.94102300787,POINT (-113.941023 51.08158189),POINT (294010.71413409815 5663012.114734553)
Eastbound Glenmore Trail ramp onto Macleod Trail SW,Traffic incident.   The ramp is closed onto Macleod Trail Please use alternate route,2021/02/18 08:17:00 PM,,,-114.0727632,50.99407424,1,2021-02-18T20:17:3350.99407423947488-114.0727632409507,POINT (-114.0727632 50.99407424),POINT (284379.385291336 5653660.824759072)
 17 Avenue and 7 Street SW ,Traffic signals are blank. signals working in progress,2023/03/12 07:58:29 AM,2023/03/12 01:08:39 PM,SW,-114.07935812664488,51.03781286407792,1,2023-03-12T07:58:2951.03781286407792-114.07935812664489,POINT (-114.07935812664489 51.03781286407792),POINT (284120.03674869926 5658542.597544493)
 6 Street and 8 Avenue NE ,Traffic incident.,2022/12/12 06:45:02 PM,2022/12/12 07:39:52 PM,NE,-114.04832678617576,51.05961695915492,1,2022-12-12T18:45:0251.05961695915492-114.04832678617576,POINT (-114.04832678617576 51.05961695915492),POINT (286395.46180833876 5660876.07413503)
Coventry Hills Wy and Covepark Drive NE,There is an incident involving a cyclist- EMS on site.,2022/04/07 08:55:00 AM,2022/04/07 08:56:00 AM,NE,-114.0537347,51.16932238,1,2022-04-07T08:55:2751.16932237630799-114.05373470739244,POINT (-114.0537347 51.16932238),POINT (286523.05648150423 5673088.01346301)
Edmonton Trail and 1 Avenue NE,Two vehicle incident.,2018/12/24 11:18:00 PM,2018/12/24 11:20:00 PM,NE,-114.0502832,51.05326868,1,2018122423181951.0532686759784-114.050283229628,POINT (-114.0502832 51.05326868),POINT (286229.14754045365 5660176.003410234)
Westbound 16 Avenue at 8 Street NW,Multi-vehicle incident. Blocking the middle lane,2019/10/31 04:44:00 PM,,,-114.0813732,51.06698807,1,2019-10-31T16:44:2451.066988074169466-114.08137320544007,POINT (-114.0813732 51.06698807),POINT (284114.5887151491 5661791.9473762745)
32 Avenue and 39 Street NW,Traffic signals issue. Crews have been dispatched,2020/12/09 01:19:00 PM,,,-114.1450065,51.08141353,1,2020-12-09T13:19:0151.08141353073885-114.1450065435931,POINT (-114.1450065 51.08141353),POINT (279725.830637351 5663584.206574261)
MacEwan Drive and Sandarac Drive NW,Traffic incident.,2022/05/20 10:25:00 PM,2022/05/20 11:07:00 PM,NW,-114.1088925,51.14030662,1,2022-05-20T22:25:4651.14030662181593-114.10889249608833,POINT (-114.1088925 51.14030662),POINT (282531.49488209264 5670023.939143475)
 Kincora Boulevard and Symons Valley Road NW ,Traffic incident.,2023/12/16 07:58:13 PM,2023/12/16 09:02:22 PM,NW,-114.12582058424074,51.16110050034223,1,2023-12-16T19:58:1351.16110050034223-114.12582058424074,POINT (-114.12582058424074 51.16110050034223),POINT (281445.9332948556 5672385.831658612)
 6 Avenue and 6 Street SW ,Traffic incident.,2022/07/02 06:08:27 AM,2022/07/02 06:08:54 AM,SW,-114.0761752145427,51.04782118926511,1,2022-07-02T06:08:2751.04782118926511-114.0761752145427,POINT (-114.0761752145427 51.04782118926511),POINT (284389.6286548626 5659645.906609592)
Eastbound Beddington Trail onto Southbound Deerfoot Trail NE,Traffic incident.,2020/07/14 07:53:00 PM,,,-114.0474541,51.12507427,1,2020-07-14T19:53:5351.1250742678333-114.0474540815441,POINT (-114.0474541 51.12507427),POINT (286758.07474162965 5668150.587830119)
Fairmount Drive and Glenmore Trail SE,Traffic incident.,2021/12/07 05:42:00 PM,2021/12/07 06:18:00 PM,SE,-114.0638046,50.99384988,1,2021-12-07T17:42:1650.993849875525996-114.06380461860653,POINT (-114.0638046 50.99384988),POINT (285006.8623236421 5653609.702413035)
 32 Avenue and 56 Street NE ,"Traffic incident. The road is closed WB, please use alternate route",2022/10/05 08:43:03 AM,2022/10/05 10:00:16 AM,NE,-113.95300486702416,51.08145805300672,1,2022-10-05T08:43:0351.08145805300672-113.95300486702415,POINT (-113.95300486702415 51.08145805300672),POINT (293171.1075658824 5663031.954771697)
 Northbound Deerfoot Trail and 16 Avenue NE ,Multi-vehicle incident. Blocking the right lane,2023/05/24 04:23:06 PM,2023/05/24 06:13:22 PM,NW,-114.02624613402077,51.06924352380204,1,2023-05-24T16:23:0651.06924352380204-114.02624613402077,POINT (-114.02624613402077 51.06924352380204),POINT (287986.4202888878 5661882.4397617895)
Falconridge Boulevard at Martindale Boulevard NE,Two vehicle incident.,2017/08/11 08:06:00 AM,2017/08/11 08:07:00 AM,NE,-113.9471805,51.11419201,1,2017-08-11T07:06:1351.1141920132425-113.947180464738,POINT (-113.9471805 51.11419201),POINT (293724.7770507942 5666654.786383056)
17 Avenue at 28 Street SE,Two vehicle incident. Blocking the SB and WB lanes,2019/03/23 01:46:00 AM,,,-113.993052,51.03787394,1,2019032301461851.03787394089-113.993051965025,POINT (-113.993052 51.03787394),POINT (290169.6803559704 5658299.892947433)
Eastbound Glenmore Trail and Stoney Trail SE,Two vehicle incident.,2020/06/25 12:17:00 AM,,,-113.9292702,50.97964026,1,2020-06-25T00:17:1950.979640258123815-113.92927024760029,POINT (-113.9292702 50.97964026),POINT (294382.8481087444 5651646.019021323)
 Citadel Li and Country Hills Boulevard NW ,Traffic incident.,2023/01/27 05:35:28 PM,2023/01/27 06:26:26 PM,NW,-114.17216288422048,51.13742477249295,1,2023-01-27T17:35:2851.13742477249295-114.17216288422048,POINT (-114.17216288422048 51.13742477249295),POINT (278092.8276383295 5669892.613195575)
 Sarcee Trail and Bow Trail SW ,Two vehicle incident. Blocking the EB and NB right lanes,2022/10/16 11:13:26 AM,2022/10/16 12:27:38 PM,SW,-114.16400802973465,51.052265814959696,1,2022-10-16T11:13:2651.052265814959696-114.16400802973465,POINT (-114.16400802973465 51.052265814959696),POINT (278255.9251017049 5660400.925283904)
Westbound 16 Avenue and Moncton Road NE,Two vehicle incident. blocking the left lane.,2021/10/15 09:38:00 AM,,,-114.0424615,51.06705022,1,2021-10-15T09:38:5351.06705021677379-114.04246145877512,POINT (-114.0424615 51.06705022),POINT (286840.54196717544 5661685.4413257465)
 53 Street and Dalhousie Drive NW ,Traffic signals are blank. Crew has been dispatched,2022/08/31 01:58:50 PM,2022/08/31 02:28:47 PM,NW,-114.16202498149306,51.10793694072536,1,2022-08-31T13:58:5051.10793694072536-114.16202498149306,POINT (-114.16202498149306 51.10793694072536),POINT (278660.8823390512 5666583.894715029)
 Northbound Stoney Trail at Nose Hill Drive NW ,Traffic incident. Blocking the right shoulder,2023/10/14 06:39:42 PM,2023/10/14 06:41:57 PM,NW,-114.22412883043016,51.10638113127838,1,2023-10-14T18:39:4251.10638113127838-114.22412883043016,POINT (-114.22412883043016 51.10638113127838),POINT (274307.0428698691 5666599.6572682345)
Northbound Deerfoot Trail and 32 Avenue NE,Two vehicle incident.,2019/12/30 03:45:00 PM,,,-114.0341246,51.08134745,1,2019-12-30T15:45:5551.08134745026484-114.0341246381761,POINT (-114.0341246 51.08134745),POINT (287490.06570856785 5663250.787437514)
Barlow Trail and Memorial Drive SE,Traffic incident.,2020/09/11 08:06:00 PM,,,-114.002016,51.04372717,1,2020-09-11T20:06:0151.0437271693807-114.00201598119651,POINT (-114.002016 51.04372717),POINT (289567.9079709369 5658976.194828638)
28 Street and 2 Avenue SE,Two vehicle incident.,2018/05/07 07:34:00 PM,2018/05/07 07:44:00 PM,SE,-113.9925296,51.04995153,1,2018-05-07T18:34:5151.0499515273127-113.992529586753,POINT (-113.9925296 51.04995153),POINT (290260.8804187405 5659641.105171812)
Southbound 52 Street at 23 Avenue NE,Two vehicle incident. Blocking the right lane,2017/05/16 04:19:00 PM,2017/05/16 04:21:00 PM,NE,-113.9585038,51.07400148,1,2017-05-16T15:19:5851.074001484896-113.958503798578,POINT (-113.9585038 51.07400148),POINT (292752.7016787026 5662218.446564146)
16 Avenue and 19 Street NE,Two vehicle incident.,2019/01/04 11:13:00 AM,2019/01/04 12:51:00 PM,NE,-114.0140245,51.06703731,1,2019010411130651.0670373103186-114.01402450449,POINT (-114.0140245 51.06703731),POINT (288832.4345835159 5661602.033916517)
 12 Avenue and Edmonton Trail NE ,"Traffic signals work in progress.  Police directing traffic, please proceed with caution",2023/03/22 12:26:08 PM,2023/03/22 03:27:48 PM,NE,-114.05605698880738,51.06330656963039,1,2023-03-22T12:26:0851.063306569630385-114.05605698880738,POINT (-114.05605698880738 51.063306569630385),POINT (285870.9267695437 5661308.71539534)
 Southport Lane and Southport Road SW ,There is an incident involving a pedestrian- EMS Dispatched.,2022/12/04 10:34:57 AM,2022/12/04 10:36:40 AM,SW,-114.074421219819,50.96101800824805,1,2022-12-04T10:34:5750.961018008248054-114.07442121981899,POINT (-114.07442121981899 50.961018008248054),POINT (284109.7189870998 5649990.8094807435)
Elbow Drive and 32 Avenue SW,Two vehicle incident.,2020/04/24 01:56:00 PM,,,-114.0786984,51.02485907,1,2020-04-24T13:56:5151.02485907245943-114.07869840243481,POINT (-114.0786984 51.02485907),POINT (284106.0570544335 5657100.578860851)
Southbound Elbow Drive overpass at Glenmore Trail SW,2 vehicle incident.,2017/03/14 11:22:00 AM,2017/03/14 11:25:00 AM,SW,-114.0832474,50.99452194,1,2017-03-14T10:22:4050.9945219448464-114.08324743727,POINT (-114.0832474 50.99452194),POINT (283645.9229894553 5653741.331306536)
 Westbound Country Hills Boulevard and Shaganappi Trail NW ,Two vehicle incident. Blocking the left lane,2023/10/18 12:20:24 AM,2023/10/18 12:21:51 AM,NW,-114.12296253440309,51.14296015686259,1,2023-10-18T00:20:2451.14296015686259-114.12296253440309,POINT (-114.12296253440309 51.14296015686259),POINT (281560.02931851894 5670360.6475256365)
Northbound Deerfoot approaching 17 Avenue SE,Two vehicle incident. Blocking the right lane.,2020/12/22 04:12:00 PM,,,-113.9973539,51.03086886,1,2020-12-22T16:12:1351.030868855498525-113.99735387478421,POINT (-113.9973539 51.03086886),POINT (289836.4439421315 5657533.387320133)
14 Street and Macewan Drive NW,Traffic incident.,2020/07/19 02:53:00 AM,,,-114.1092217,51.14026919,1,2020-07-19T02:53:5751.1402691879128-114.10922165068148,POINT (-114.1092217 51.14026919),POINT (282508.2959836256 5670020.751755515)
 9 Avenue at 1 Street SE ,Two vehicle incident. Blocking multiple lanes in the intersection,2022/10/22 01:54:07 AM,2022/10/22 02:10:18 AM,SE,-114.06063693606988,51.04454076048668,1,2022-10-22T01:54:0751.044540760486676-114.06063693606987,POINT (-114.06063693606987 51.044540760486676),POINT (285463.33141817735 5659235.824698613)
Eastbound Memorial Drive approaching Deerfoot Trail NE,Two vehicle incident. Blocking the right lane,2020/12/16 04:32:00 PM,,,-114.0208918,51.04759747,1,2020-12-16T16:32:0151.047597466725016-114.0208918238176,POINT (-114.0208918 51.04759747),POINT (288262.6861328423 5659460.583625323)
 Northbound Deerfoot Trail at Anderson Road SE ,Traffic incident. Blocking the left lane,2023/10/25 04:51:03 PM,2023/10/25 05:39:44 PM,SE,-114.02352124970317,50.95298280754688,1,2023-10-25T16:51:0350.95298280754688-114.02352124970317,POINT (-114.02352124970317 50.95298280754688),POINT (287646.6518088755 5648949.68216065)
Eastbound Glenmore Trail west of 52 Street SE,Two vehicle incident.,2018/08/21 08:18:00 AM,2018/08/21 08:47:00 AM,SE,-113.9622581,50.97945483,1,2018082108184650.9794548305691-113.962258078913,POINT (-113.9622581 50.97945483),POINT (292066.89186089055 5651717.961849825)
John laurie Boulevard and Sarcee Trail NW,Traffic signals are flashing red. Crews have been dispatched.,2017/07/06 07:43:00 PM,2017/07/06 07:45:00 PM,NW,-114.1667015,51.12079318,1,2017-07-06T18:43:4451.1207931847877-114.166701548878,POINT (-114.1667015 51.12079318),POINT (278395.1511266627 5668027.206130836)
Eastbound Glenmore Trail approaching Blackfoot Trail SE,Single vehicle incident,2016/12/11 02:57:00 AM,2016/12/11 02:58:00 AM,SE,-114.0569118,50.99398109,1,2016-12-11T02:57:2150.9939810922884-114.056911752152,POINT (-114.0569118 50.99398109),POINT (285491.05349264405 5653604.198088055)
Northbound Deerfoot Trail approaching 17 Avenue SE,Two vehicle incident. Blocking the left lane,2020/03/06 03:57:00 PM,,,-114.008612,51.03703509,1,2020-03-06T15:57:0351.037035086978584-114.00861199153051,POINT (-114.008612 51.03703509),POINT (289075.23191074934 5658251.0921781175)
 99 Avenue and Bonaventure Drive SE ,Traffic incident.,2022/12/15 03:25:30 PM,2022/12/15 04:13:28 PM,SE,-114.0688374792184,50.9609728871346,1,2022-12-15T15:25:3050.960972887134595-114.0688374792184,POINT (-114.0688374792184 50.960972887134595),POINT (284501.5309219172 5649969.453960104)
Northbound Macleod Trail aproaching Lake Fraser Gate SE,Two vehicle incident.,2018/05/26 05:17:00 PM,2018/05/26 05:36:00 PM,SE,-114.068951,50.93791881,1,2018052617170150.9379188081195-114.068950979708,POINT (-114.068951 50.93791881),POINT (284386.84932899766 5647406.8648731345)
 Southbound Blackfoot Trail and Heritage Drive SE ,Traffic incident. Blocking the right lane,2022/08/13 02:49:11 PM,2022/08/13 02:51:35 PM,SE,-114.0498715531965,50.980156073509285,1,2022-08-13T14:49:1150.980156073509285-114.0498715531965,POINT (-114.0498715531965 50.980156073509285),POINT (285921.35484018666 5652046.784638799)
Barlow Trail and 114 Avenue SE,Traffic signal work in progress,2020/01/20 10:51:00 AM,,,-113.9814293,50.95046465,1,2020-01-20T10:51:2350.95046464613134-113.98142925876522,POINT (-113.9814293 50.95046465),POINT (290591.05147168547 5648549.332010703)
Sarcee Trail and 16 Avenue NW,Two vehicle incident.,2018/06/14 08:24:00 AM,2018/06/14 09:17:00 AM,NW,-114.1891715,51.08150342,1,2018061408244551.0815034155091-114.189171490387,POINT (-114.1891715 51.08150342),POINT (276633.64477531984 5663727.339916418)
Falconridge Boulevard and 64 Avenue NE,Traffic incident.,2022/04/09 01:19:00 PM,2022/04/09 01:19:00 PM,NE,-113.9473403,51.11068937,1,2022-04-09T13:19:2151.11068936573859-113.94734026231674,POINT (-113.9473403 51.11068937),POINT (293697.9888442891 5666265.829142216)
Eastbound 5 Avenue and 9 Street SW,Two vehicle incident.  Blocking the right lane,2020/03/22 11:04:00 PM,,,-114.0835333,51.04897692,1,2020-03-22T23:04:4651.04897691606385-114.08353327278927,POINT (-114.0835333 51.04897692),POINT (283879.38423911005 5659795.965758331)
5 Avenue at 2 Street SW,Two vehicle incident.,2017/05/05 10:24:00 AM,2017/05/05 10:25:00 AM,SW,-114.0677656,51.04852901,1,2017-05-05T09:24:4851.0485290051914-114.067765624528,POINT (-114.0677656 51.04852901),POINT (284982.2235025368 5659700.000491591)
Westbound 114 Avenue at Barlow Trail SE,Multi-vehicle incident. Blocking the left lane.,2018/01/11 12:16:00 PM,2018/01/11 12:26:00 PM,SE,-113.9828187,50.95051394,1,2018-01-11T12:16:1050.9505139440017-113.982818687496,POINT (-113.9828187 50.95051394),POINT (290493.7030166214 5648558.759078565)
Glenmore Trail at Barlow Trail SE,Single vehicle incident.,2018/01/10 03:56:00 PM,2018/01/10 04:05:00 PM,SE,-113.9843501,50.9795238,1,2018-01-10T15:56:5550.9795237967242-113.984350102808,POINT (-113.9843501 50.9795238),POINT (290516.76313260006 5651788.19551798)
Northbound Deerfoot Trail approaching 17 Avenue SE,Traffic incident.,2020/12/21 07:11:00 PM,,,-114.008612,51.03703509,1,2020-12-21T19:11:1851.037035086978584-114.00861199153051,POINT (-114.008612 51.03703509),POINT (289075.23191074934 5658251.0921781175)
1 Street and 17 Avenue SE,Road service in progress. Single lane is closed,2019/12/05 04:21:00 PM,,,-114.0611214,51.03783263,1,2019-12-05T16:21:2951.03783263416-114.0611213821008,POINT (-114.0611214 51.03783263),POINT (285398.36799292883 5658491.484315992)
8 Avenue and Edmonton Trail NE,Traffic incident.,2021/04/12 03:08:00 PM,,,-114.0543557,51.05973603,1,2021-04-12T15:08:0251.05973603184022-114.05435568447149,POINT (-114.0543557 51.05973603),POINT (285973.6327112175 5660906.824037959)
